Start Date,1/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000660 KS Equity,005380 KS Equity,005930 KS Equity,0170016D US Corp,035420 KS Equity,035720 KS Equity,051910 KS Equity,207940 KS Equity,6501 JT Equity,7974 JP Equity,8TRA GR Equity,9984 JT Equity,AAPL US Equity,ABBV US Equity,ABT US Equity,ADBE US Equity,AFRM US Equity,ALIZF US Equity,AMAT US Equity,AMD US Equity,AMT US Equity,AMZN US Equity,ANET US Equity,ANT US Equity,APD US Equity,APH US Equity,APO US Equity,ARES US Equity,ASAN US Equity,ASML US Equity,AVGO US Equity,AXP US Equity,AZN US Equity,BA US Equity,BABA US Equity,BAC US Equity,BAM US Equity,BIDU US Equity,BILI US Equity,BILL US Equity,BIO US Equity,BLK US Equity,BP US Equity,BRK/B US Equity,BX US Equity,BYDDF US Equity,CAJPY US Equity,CAT US Equity,CBOE US Equity,USU1718RAD09 Corp,CME US Equity,COIN US Equity,CRM US Equity,CRWD US Equity,CSCO US Equity,USU1268FAB41 Corp,CVX US Equity,DDOG US Equity,DE US Equity,DIS US Equity,DOCU US Equity,DUK US Equity,EADSY US Equity,FANUY US Equity,FRCOY US Equity,FSLY US Equity,GE US Equity,GOOGL US Equity,GRAB US Equity,GS US Equity,HD US Equity,HDB US Equity,HMC US Equity,HOOD US Equity,HSBC US Equity,HTHIY US Equity,HUBS US Equity,IBM US Equity,IBN US Equity,ICE US Equity,INF US Equity,INFY US Equity,INTC US Equity,IQ US Equity,ITOCY US Equity,J US Equity,BL484563 Corp,JBL US Equity,JD US Equity,JNJ US Equity,JPM US Equity,KAOCF US Equity,KKR US Equity,KO US Equity,KSPI US Equity,KUASF US Equity,KYCCF US Equity,LI US Equity,LIN US Equity,LLY US Equity,LMT US Equity,BL458894@BVAL Corp,LRCX US Equity,MA US Equity,MARUY US Equity,MBFJF US Equity,MC US Equity,MCD US Equity,MCO US Equity,MELI US Equity,META US Equity,MFG US Equity,MITEY US Equity,MITSY US Equity,MKTX US Equity,MMM US Equity,MPNGF US Equity,MQ US Equity,MRAAY US Equity,MRK US Equity,MS US Equity,MSBHF US Equity,MSCI US Equity,MSFT US Equity,MU US Equity,NDAQ US Equity,NEE US Equity,NET US Equity,NFLX US Equity,NIO US Equity,NJDCY US Equity,NOW US Equity,NSRGY US Equity,NTES US Equity,NTRS US Equity,NU US Equity,NVDA US Equity,NVO US Equity,NVS US Equity,OKTA US Equity,OR US Equity,ORCL US Equity,PAGS US Equity,BBG000C31ZH2 Equity,PANW US Equity,PCOR US Equity,PDD US Equity,PFE US Equity,PG US Equity,PYPL US Equity,QCOM US Equity,BBG003TCRRN1 Equity,RELIANCE IN Equity,RHHBY US Equity,RKUNY US Equity,RMSG US Equity,RTX US Equity,SAIL US Equity,SAP GR Equity,SAP US Equity,SE US Equity,SFTBF US Equity,SHEL US Equity,SHOP US Equity,SIEGY US Equity,SMCAY US Equity,SMCI US Equity,SMFG US Equity,SNOW US Equity,SNPS US Equity,SNY US Equity,SNYFX US Equity,SOFI US Equity,SONY US Equity,SPGI US Equity,SPOT US Equity,SQM US Equity,SSDOY US Equity,STNE US Equity,STT US Equity,SUMCF US Equity,SVNDY US Equity,T US Equity,TAK US Equity,TCEHY US Equity,TCOM US Equity,TEAM US Equity,TKPHF US Equity,TM US Equity,TME US Equity,TMO US Equity,TOST US Equity,TSLA US Equity,TSM US Equity,TTDKY US Equity,TTE US Equity,TW US Equity,TWLO US Equity,TXN US Equity,UL US Equity,UNH US Equity,UPS US Equity,V US Equity,BL4727162 Corp,VIRT US Equity,VZ US Equity,WB US Equity,BBG000GPXKX9 Equity,WDAY US Equity,WMT US Equity,WORK US Equity,XIACF US Equity,XOM US Equity,XPEV US Equity,YNDX19 US Equity,ZM US Equity,ZS US Equity
7/31/2024,194600,249000,83900,,174000,39200,305500,1351714,3288,8388,28.75,2290.5,222.08,185.32,105.94,551.65,28.29,282.48,212.2,144.48,220.4,186.98,86.6375,#N/A N/A,263.85,64.26,125.31,153.2,14.55,936.7,160.68,253.04,156.35,190.6,78.85,40.31,43.63,88.57,15.15,49.96,338.36,876.5,35.39,438.5,142.15,9.9453,31.08,346.2,183.51,#N/A N/A,193.71,224.36,258.8,231.96,48.45,93.007,160.47,116.44,371.98,93.69,55.48,109.27,37.8,14.81,27.6,8.1,170.2,171.54,3.3,509.03,368.16,30.005,32.3,20.57,45.15,22.95,497.03,192.14,29.11,151.56,12.81,22.13,30.74,3.33,10.23,120.9486,#N/A N/A,112.67,26.39,157.85,212.8,39.9806,123.45,66.74,130.13,5.47,431.1,19.74,453.5,804.27,541.92,88.563,92.124,463.71,186.61,10.98,68,265.4,456.48,1668.9,474.83,4.62,16.99,461.35,223.53,127.55,13.91,5.39,11.04,113.13,103.21,20.708,540.76,418.35,109.82,67.68,76.39,77.5,62.835,4.44,5.5,162.88,100.99,92.11,88.65,12.13,117.02,132.63,111.48,93.94,17.54,139.45,12.78,18.88,162.365,71.03,128.89,30.54,160.76,65.78,180.95,9.28,1505.43,40.51,5.76,12.1,117.49,#N/A N/A,194.92,211.6,65.7,15.25,73.22,61.2,91.4,24.447,70.165,14.48,130.38,558.32,51.81,#N/A N/A,7.54,17.2777,484.73,343.94,38.06,31.34,13.12,84.97,16.66,11.95,19.25,13.88,46.05,42.53,176.57,26.4,193.55,14.18,613.34,26.16,232.07,165.8,13.941,67.2999,111.68,59.13,203.81,65.6447,576.16,130.37,265.67,100.125,27.32,40.52,7.72,291.82,227.12,68.64,45.2,2.101,118.59,8.06,14891,60.4,179.35
8/31/2024,173700,255500,74300,,169100,37200,321500,1412238,3572,7902,29.95,2101.3,229,196.31,113.27,574.41,44.01,310.25,197.26,148.56,224.06,178.5,88.345,#N/A N/A,278.85,67.45,115.73,146.4,14.06,903.87,162.82,258.65,175,173.74,83.34,40.75,40.76,84.62,14.38,54.56,337.32,901.81,33.96,475.92,142.36,10.1667,34.35,356.1,205.4,#N/A N/A,215.74,183.36,252.9,277.28,50.54,94.32,147.95,116.26,385.74,90.38,59.21,113.95,38.39,14.715,32.22,6.02,174.62,163.38,3.22,510.25,368.5,30.555,32.95,20.12,44.46,24.49,499.07,202.13,29.31,161.55,12.81,23.28,22.04,2.15,10.578,124.6923,#N/A N/A,109.28,27,165.86,224.8,43.135,123.77,72.47,130.93,4.99,474.6095,19.46,478.25,960.02,568.1,86.188,82.101,483.34,170.8,9.82,66.79,288.66,487.74,2061.66,521.31,4.16,17.11,431,242.39,134.69,15,5.33,10.43,118.45,103.61,20.8322,580.59,417.14,96.24,72.08,80.51,82.14,70.135,4.04,5.06,171,106.92,80.44,91.21,14.97,119.37,139.16,120.89,78.73,17.27,141.29,11.07,21,181.36,59.27,96.11,29.01,171.54,72.43,175.3,8.29,1509.63,42.33,7.06,12.25,123.34,#N/A N/A,198.22,219.71,78.31,13.875,71.66,74.07,94.18,23.1,43.77,13.23,114.23,519.58,56.26,#N/A N/A,7.99,19.0271,513.24,342.88,38.8,22.1405,13.26,87.1,11.84,14.46,19.9,14.89,48.51,47.14,165.6,27.55,189.8,10.44,615.07,24.86,214.11,171.7,13.678,68.85,118.24,62.76,214.34,69.2691,590.2,128.55,276.37,98.438,30.71,41.78,7.48,315.55,263.19,77.23,45.2,2.49,117.94,8.05,14891,69.08,199.98
9/30/2024,174600,244000,61500,,169400,36150,356500,1407915,3781,7636,29.55,2106.8,233,197.48,114.01,517.78,40.82,328.09,202.05,164.08,232.56,186.33,95.955,#N/A N/A,297.74,65.16,124.91,155.84,11.59,833.25,172.5,271.2,154.46,152.04,106.12,39.68,47.29,105.29,23.38,52.76,334.58,949.51,31.39,460.26,153.13,11.8547,32.9,391.12,204.87,#N/A N/A,220.65,178.17,273.71,280.47,53.22,95.347,147.27,115.06,417.33,96.19,62.09,115.3,36.53,14.61,33.13,7.57,188.58,165.85,3.8,495.11,405.2,31.28,31.73,23.42,45.19,26.5,531.6,221.08,29.85,160.64,12.81,22.27,23.46,2.86,10.765,129.5646,#N/A N/A,119.83,40,162.06,210.86,48.11,130.58,71.86,105.99,7,482.74,25.65,476.86,885.94,584.56,83.438,81.608,493.8,163.06,10,68.51,304.51,474.59,2051.96,572.44,4.18,15.73,444.16,256.2,136.7,21.825,4.92,9.83,113.56,104.24,20.56,582.93,430.3,103.71,73.01,84.53,80.89,70.927,6.68,5.25,178.88,100.67,93.51,90.03,13.65,121.44,119.07,115.02,74.34,18.51,170.4,8.61,22.52,170.9,61.72,134.81,28.94,173.2,78.03,170.05,7.63,1476.58,39.95,6.53,37.0001,121.16,#N/A N/A,206,229.1,94.28,14.6625,65.95,80.14,101.05,22.4,41.64,12.63,114.86,506.39,57.63,#N/A N/A,7.86,18.8341,516.62,368.53,41.68,27.24,11.26,88.47,10.56,14.97,22,14.22,55.4,59.43,158.81,28.582,178.57,12.05,618.57,28.31,261.63,173.67,12.73,65.32,123.67,65.22,206.57,69.4508,584.68,136.34,274.95,98.125,30.46,44.91,10.08,312.76,244.41,80.75,45.2,2.8415,117.22,12.18,14891,69.74,170.94
10/31/2024,186300,215000,59200,,170000,36950,313500,1443941,3924,8145,29.55,2374.5,225.91,203.87,113.37,478.08,43.85,315,181.58,144.07,213.54,186.4,96.61,#N/A N/A,310.53,67.02,143.26,167.68,11.94,672.55,169.77,270.08,141.9,149.31,97.98,41.82,53.04,91.23,22.12,58.36,358.19,981.03,29.36,450.92,167.75,12.1667,32.19,376.2,213.57,#N/A N/A,225.36,179.25,291.37,296.87,54.77,94.663,148.82,125.44,404.69,96.2,69.38,115.27,38.05,13.29,31.95,7.23,171.78,171.11,4.08,517.79,393.75,31.515,30.31,23.49,46.13,25.25,554.79,206.72,30.41,155.87,12.81,20.91,21.52,2.61,9.9,139.1458,#N/A N/A,123.09,40.62,159.86,221.92,46.73,138.24,65.31,110.14,6.03,453,25.01,456.15,829.74,546.05,84.813,74.35,499.59,150.74,9.78,66.4,292.11,454.04,2037.18,567.58,4.23,14.79,411.08,289.42,128.47,22.78,5.66,8.75,102.32,116.25,18.623,571.2,406.35,99.65,73.92,79.25,87.71,75.603,5.1,4.97,186.6,94.52,80.51,100.52,15.09,132.76,111.95,108.4,71.89,20.13,167.84,8.04,23.12,180.165,65.65,120.59,28.3,165.18,79.3,162.77,6.85,1332.05,38.81,5.96,37.0001,120.99,#N/A N/A,214.6,233.64,94.05,15.1625,67.55,78.21,97.07,21.42,29.11,12.77,114.82,513.61,52.88,#N/A N/A,11.17,17.1627,480.36,385.1,38.39,21.27,11.1,92.8,9.36,14.35,22.54,13.94,52.21,64.4,188.54,27,173.02,11.13,546.32,30.03,249.85,190.54,11.71,61.1,127,80.65,203.16,65.1209,564.5,134.06,289.85,96.938,30.96,42.13,9.05,329.72,233.85,81.95,45.2,3.435,116.78,11.23,14891,74.74,180.79
11/30/2024,159900,218500,54200,,206500,40100,284000,1405033,3751,8810,28.85,2234,237.33,182.93,118.77,515.93,70.01,302.09,174.71,137.175,209,207.89,101.455,#N/A N/A,334.33,72.65,175.03,176.73,15.31,686.61,162.08,304.68,136.5,155.44,87.37,47.51,57.16,85.05,19.17,90.22,340.53,1022.8,29.31,483.02,191.09,10.9833,32.57,406.11,215.85,#N/A N/A,238,296.2,329.99,345.97,59.21,95.088,161.93,152.75,465.9,117.47,79.69,117.05,39,12.97,34.1,8.48,182.16,168.95,5,608.57,429.13,33.38,25.9,37.54,46.89,25.14,721.05,227.41,30.55,160.96,12.81,22.07,24.05,2.16,9.896,139.7892,#N/A N/A,135.83,37.38,155.01,249.72,38.65,162.87,64.08,106.4,5.78,426,23.68,460.99,795.35,529.41,89.75,73.88,532.94,150.2,10.82,76.98,296.01,499.98,1985.17,574.32,5.08,14.15,419.8,258.69,133.53,20.5,3.88,8.36,101.64,131.61,16.87,609.63,423.46,97.95,82.99,78.67,99.83,88.681,4.48,4.57,209.89,86.78,87.48,111.16,12.53,138.25,106.8,105.77,77.56,19.38,184.84,7.34,23.37,193.91,81.2,96.56,26.21,179.26,86.77,158.53,7.37,1292.2,36.24,5.73,1.85,121.83,#N/A N/A,224.55,237.6,113.8,14.5925,64.74,115.6,97.03,21.34,32.64,14.81,174.8,558.49,48.49,#N/A N/A,16.41,19.5518,522.51,476.96,38.46,18.14,9.48,98.51,7.784,17.29,23.16,13.62,51.6,64.65,263.58,25.4,170.63,11.41,529.63,43.54,345.16,184.66,12.93,57.26,135.5,104.54,201.03,63.9769,610.2,135.72,315.08,96.25,37.31,44.34,9.6,381.18,249.99,92.5,45.2,3.6,117.96,12.05,14891,82.69,206.59
12/31/2024,173900,212000,53200,,198900,38200,250000,1367565,3937,9264,27.95,2296.3,250.42,177.7,113.11,444.68,60.9,313.1556,162.63,120.79,183.41,219.39,110.53,#N/A N/A,290.04,69.45,165.16,177.03,20.27,693.08,231.84,296.79,130,177,84.79,43.95,54.19,84.31,18.11,84.71,328.51,1025.11,29.56,453.28,172.42,11.3333,32.5537,362.76,195.4,#N/A N/A,232.23,248.3,334.33,342.16,59.2,94.835,144.84,142.89,423.7,111.35,89.94,107.74,39.835,13.04,33.74,9.44,166.79,189.3,4.72,572.62,388.99,31.93,28.55,37.26,49.46,24.73,696.77,219.83,29.86,149.01,12.81,21.92,20.05,2.01,9.856,132.2568,99.75,143.9,34.67,144.62,239.71,40.815,147.91,62.26,94.71,5.368,405.25,23.99,418.67,772,485.94,91.188,72.23,526.57,150.32,10.65,73.88,289.89,473.37,1700.44,585.51,4.89,13.91,416.46,226.04,129.09,19.525,3.79,7.99,99.48,125.72,16.25,600.01,421.5,84.16,77.31,71.69,107.68,89.132,4.36,4.46,212.02,81.7,89.21,102.5,10.36,134.29,86.02,97.31,78.8,18.1,166.64,6.26,21,181.96,74.93,96.99,26.53,167.65,85.35,153.62,6.82,1215.45,34.88,5.38,2.55,115.72,#N/A N/A,236.3,246.21,106.1,14.425,62.65,106.33,96.68,19.38,30.48,14.49,154.41,485.36,48.23,#N/A N/A,15.4,20.6342,498.03,447.38,36.36,17.7,7.97,98.15,7.728,15.66,22.77,13.24,53.18,68.66,243.38,26.75,194.61,11.35,520.23,36.45,403.84,197.49,12.96,55,130.92,108.08,187.51,60.6198,505.86,126.1,316.04,96.75,35.68,39.99,9.55,338.42,258.03,90.35,45.2,4.42,107.57,11.82,14891,81.61,180.41
1/31/2025,199200,206000,52400,,216500,38350,237500,1557785,3946,10230,29.95,2352.8,236,183.9,127.93,437.45,61.07,333.5,180.35,115.95,184.95,237.68,115.23,#N/A N/A,335.26,70.78,170.98,198.22,21.34,739.31,221.27,317.45,140.72,176.52,98.84,46.3,59.83,90.6,16.72,96.77,360.88,1075.5,31.06,468.67,177.11,11.6733,32.25,371.44,204.33,#N/A N/A,236.52,291.33,341.7,398.07,60.6,95.11,149.19,142.71,476.56,113.06,96.73,111.99,43.15,14.89,33.1,10.47,203.57,204.02,4.58,640.4,411.98,30.32,28.34,51.95,52.43,25.6,779.53,255.7,28.67,159.83,12.81,21.95,19.43,2.17,9.215,138.7004,100,162.41,40.72,152.15,267.3,36.95,167.07,63.48,95.1,5.39,438.7,23.42,446.12,811.08,462.95,92.438,81.05,555.43,148.7,12.9969,78.29,288.7,499.44,1922.19,689.18,5.48,14.48,393.96,220.63,152.2,19.1,3.85,7.86,98.82,138.43,16,596.77,415.06,91.24,82.34,71.56,138.4,97.676,4.32,4.32,203.68,84.98,102.85,112.29,13.24,120.07,84.45,104.72,94.22,18.52,170.06,7.45,21.81,184.42,79.56,111.91,26.52,165.99,88.58,172.93,6.65,1265.1,39.25,6.32,1.97,128.95,#N/A N/A,266.75,276.06,121.79,15.625,65.85,116.8,106.8475,18.97,28.52,14.88,181.51,525.48,54.34,#N/A N/A,15.78,21.4631,521.41,548.55,39.54,16.77,9.17,101.62,7.64,16.016,23.73,13.39,53.02,70.17,306.78,25.99,188.93,11.98,597.75,40.92,404.6,209.32,12.1,58.72,126.9,146.58,184.61,61.3468,542.49,114.23,341.8,97.313,40.06,39.39,9.82,380.49,262.06,98.16,45.2,5.15,106.83,15.22,14891,86.94,202.59
2/28/2025,190200,193000,54500,,207000,43150,234500,1608222,3750,11160,35.85,2068.3,241.84,209.03,138.01,438.56,64.15,349,158.07,99.86,205.62,212.28,93.05,#N/A N/A,316.15,66.6,149.27,170.94,19.25,709.08,199.43,300.96,150.46,174.63,132.51,46.1,56.58,86.45,20.34,55.2,265.16,977.78,33.12,513.83,161.16,15.9833,33.88,343.95,210.8,100.404,253.77,215.62,297.85,389.66,64.11,94.793,158.62,116.55,480.79,113.8,83.17,117.49,43.37,14.4,30.62,6.81,206.98,170.28,4.85,622.29,396.6,30.81,27.79,50.1,59.91,25.16,723.99,252.44,27.88,173.23,12.81,20.1,23.73,2.08,8.879,126.803,98.875,154.92,41.9,165.02,264.65,44.96,135.59,71.21,104.74,6.51,393.05,30.73,467.05,920.63,450.37,92.625,76.74,576.31,156.795,12.78,70.64,308.33,503.94,2121.87,668.2,5.64,14.67,373.93,192.79,155.12,20.8,4.18,8.53,92.25,133.11,16.7,590.51,396.99,93.63,82.78,70.17,145.3,98.056,4.63,4.46,185.95,96.5,99.72,110.22,10.75,124.92,90.65,109.05,90.49,18.33,166.06,7.36,22.74,190.43,76.47,113.69,26.43,173.84,71.05,157.17,6.93,1200.1,41.74,6.14,1.77,132.99,24,265.15,275,127.27,13.255,67.46,112,113.86,18.06,41.46,15.31,177.1,457.28,54.47,#N/A N/A,14.47,24.4178,533.74,608.01,38.37,18.25,9.25,99.23,7.862,14.29,27.41,14.41,61.61,56.68,284.26,28.1,181.48,12.19,528.96,38.6,292.98,180.53,10.69,59.71,135.37,119.93,195.99,60.5129,474.96,119.03,362.71,95.938,36.56,43.1,10.01,367.05,263.34,98.61,45.2,6.72,111.33,21.49,14891,73.7,196.23
3/31/2025,190700,197200,57800,,191000,39100,245000,1461234,3458,10110,31.3,1869.8,222.13,209.52,132.65,383.53,45.19,385.1425,145.12,102.74,217.6,190.26,77.48,#N/A N/A,294.92,65.59,136.94,146.61,14.57,662.63,167.43,269.05,147.36,170.55,132.23,41.73,48.45,92.03,19.11,45.89,243.56,946.48,33.79,532.58,139.78,16.9667,31.18,329.8,226.29,99.671,265.29,172.23,268.36,352.58,61.71,93.929,167.29,99.21,469.35,98.7,81.4,121.97,44.09,13.63,29.69,6.33,200.15,154.64,4.53,546.29,366.49,33.22,27.13,41.62,57.43,23.45,571.29,248.66,31.52,172.5,12.81,18.25,22.71,2.26,9.301,119.6567,99,136.07,41.12,165.84,245.3,41.47,115.61,71.62,92.85,6.9,400.2805,25.2,465.64,825.91,446.71,93.063,72.7,548.12,161.5,13.45,58.36,312.37,465.69,1950.87,576.36,5.51,16.3,379.85,216.35,146.86,20.1647,4.12,7.72,89.76,116.67,17.65,565.5,375.39,86.89,75.86,70.89,112.69,93.253,3.81,4.19,159.23,101.17,102.92,98.65,10.24,108.38,69.44,111.48,105.22,21.12,139.81,7.63,21.36,170.64,66.02,118.35,25.34,170.42,65.25,153.61,5.09,1275.1,41.15,5.7,2.23,132.46,18.75,247.65,268.44,130.49,12.56,73.28,95.48,115.38,18.11,34.24,15.46,146.16,428.85,55.46,#N/A N/A,11.63,24.7591,508.1,550.03,39.73,19.06,10.48,89.53,6.75,14.47,28.28,14.87,63.84,63.58,212.21,31.372,176.53,14.41,497.6,33.17,259.16,166,10.575,64.82,148.46,97.91,179.7,63.6668,523.75,109.99,350.46,95.938,38.12,45.36,9.47,348.72,233.53,87.79,45.2,6.33,118.93,20.72,14891,73.77,198.42
4/30/2025,177500,190600,55500,,200500,38250,216000,1515994,3518,11830,28.86,1791,212.5,195.1,130.75,374.98,49.76,415.8,150.71,97.35,225.41,184.42,82.27,#N/A N/A,271.09,76.95,136.48,152.53,16.14,668.08,192.47,266.41,145.64,183.24,119.43,39.88,53.33,87.82,17.5,45.57,244.08,914.26,27.46,533.25,131.71,15.8517,30.72,309.27,221.8,99.305,277.08,202.89,268.71,428.87,57.73,97.21,136.06,102.16,463.56,90.95,81.75,122.02,43.07,12.74,32.98,5.75,201.54,158.8,4.88,547.55,360.49,36.345,30.51,49.11,56.08,24.78,611.5,241.82,33.56,167.97,12.81,17.6,20.1,1.84,10.2502,122.537,98.75,146.56,32.62,156.31,244.62,44.48,114.27,72.55,87.89,6,423.75,24.39,453.23,898.95,477.75,90.875,71.67,548.06,177.72,12.4,53.58,319.65,453.12,2330.85,549,5.05,17.46,406.3,221.59,138.91,16.75,4.18,7.05,85.2,115.42,19,545.11,395.26,76.95,76.21,66.88,120.78,113.172,4.05,4.36,191,106.59,107.06,93.98,12.43,108.92,66.45,113.49,112.16,24.03,140.72,10.03,18.61,186.93,64.09,105.57,24.41,162.57,65.84,148.46,4.45,1405,40.77,5.87,2.23,126.13,17.16,258.05,292.19,134.05,12.375,64.48,95,115.25,16.23,31.86,14.2,159.49,459.01,54.95,#N/A N/A,12.51,25.3539,500.05,613.98,34.2,16.37,14.06,88.1,6.9,14.79,27.7,15.29,61.06,58.99,228.31,29.85,191.22,13.42,429,35.58,282.16,166.69,10.81,55.98,138.3,96.71,160.05,67.9434,411.44,95.3,345.5,89.25,39.15,44.06,8.1,325.37,245,97.25,45.2,6.4,105.63,18.6,14891,77.54,226.17
5/31/2025,204500,185300,56200,,187500,42700,197300,1487173,4046,11835,31.12,1903.5,200.85,186.11,133.58,415.09,51.9,394.9817,156.75,110.73,214.65,205.01,86.64,#N/A N/A,278.91,89.93,130.69,165.5,17.91,736.77,242.07,294.05,141.5,207.32,113.84,44.13,56.1,81.9,18.3,43.68,226.93,979.89,29.1,503.96,138.76,16.5167,30.57,348.03,229.12,99.599,289,246.62,265.37,471.37,63.04,95.606,136.7,117.88,506.26,113.04,88.61,117.72,45.77,13.36,33.22,7.28,245.91,171.74,4.87,600.45,368.29,37.695,30.52,66.15,59.28,27.8,589.9,259.06,34.24,179.8,12.81,18.19,19.55,1.6,10.639,126.3,99.813,168.01,32.41,155.21,264,41.346,121.46,72.1,79.765,6.75,424.25,28.34,467.58,737.67,482.38,87.75,80.79,585.6,203.07,13.9,57.11,313.85,479.32,2563.29,647.49,5.56,18.16,417.33,216.41,148.35,17,5.38,7.27,76.84,128.03,20.3,564.02,460.36,94.46,83.54,70.64,165.89,120.723,3.54,4.83,202.22,106.51,121.76,106.74,12.01,135.13,71.5,115.76,103.17,25.56,165.53,8.91,24.42,192.42,67.17,96.51,23.49,169.89,70.28,145.2,4.47,1420.9,40.3,5.46,2,136.48,17.62,266.55,302.86,160.37,13.2025,66.22,107.22,120.96,18.79,40.02,15.41,205.67,463.98,49.37,#N/A N/A,13.3,25.7245,512.86,665.14,30.43,16.05,13.65,96.28,6.57,15.04,27.8,15.03,62.78,62.65,207.63,26.3,190.57,16.84,402.82,42.18,346.46,193.32,10.97,58.82,144.45,117.7,182.85,68.2534,301.91,97.54,365.19,95.813,40.19,43.96,9.05,325.11,247.71,98.72,45.2,6.45,102.3,19.31,14891,81.25,275.7
6/30/2025,292000,203500,59800,,262500,60000,211500,1429531,4205,13880,27.54,2628.8,205.17,185.62,136.01,386.88,69.14,405.65,183.07,141.9,221.02,219.39,102.31,#N/A N/A,282.06,98.75,141.87,173.2,13.5,801.39,275.65,318.98,138.18,209.53,113.41,47.32,55.28,85.76,21.45,46.26,241.32,1049.25,29.93,485.77,149.58,15.6,29.02,388.21,233.21,100.976,275.62,350.49,272.69,509.31,69.38,95.719,143.19,134.33,508.49,124.01,77.89,118,52.36,13.59,34.1925,7.06,257.39,176.23,5.03,707.75,366.64,38.335,28.83,93.63,60.79,29.06,556.63,294.78,33.64,183.47,12.81,18.53,22.4,1.77,10.473,131.45,100,218.1,32.64,152.75,289.91,45.34,133.03,70.75,84.89,7.065,402.5343,27.11,469.18,779.53,463.14,87,97.34,561.94,201.9,13.7,62.32,292.17,501.59,2613.63,738.09,5.56,18.67,407,223.34,152.24,15.425,5.83,7.4,79.16,140.86,19.9994,576.74,497.41,123.25,89.42,69.42,195.83,133.913,3.43,4.878,205.62,99.32,134.58,126.79,13.72,157.99,69.02,121.01,99.97,25.71,218.63,9.64,25.54,204.64,68.42,104.66,24.24,159.32,74.32,159.26,4.37,1500.6,40.76,5.5,1.88,146.02,22.86,257.95,304.1,159.94,18.4963,70.41,115.35,128.87,17.93,49.01,15.11,223.77,512.68,48.31,#N/A N/A,18.21,25.3832,527.29,767.34,35.27,18.33,16.04,106.34,8.16,16.05,28.94,15.46,64.5,58.64,203.09,28.35,172.26,19.49,405.46,44.29,317.66,226.49,11.68,61.1705,146.4,124.36,207.62,65.3988,311.97,100.94,355.05,96.563,44.79,43.27,9.53,331.82,240,97.78,45.2,7.73,107.8,17.88,14891,77.98,313.94
7/31/2025,273500,213000,71400,,235000,58000,301500,1537610,4697,12690,30.02,2952.5,207.57,189.02,126.19,357.69,68.56,396.7758,180.06,176.31,208.39,234.11,123.22,#N/A N/A,287.88,106.51,145.32,185.53,14.68,694.71,293.7,299.31,147.39,221.84,120.63,47.27,61.67,87.87,22.82,42.85,241.95,1106.01,32.15,471.88,172.96,14.68,28.49,438.02,241.04,100.458,278.28,377.76,258.33,454.57,68.08,96.626,151.64,139.98,524.37,119.11,75.64,121.64,50.24,14,30.53,6.79,271.08,191.9,4.89,723.59,367.51,38.385,31.24,103.05,61.3,30.17,519.65,253.15,33.7,184.83,12.81,16.72,19.8,1.84,10.527,141.87,99.75,223.17,31.49,164.74,296.24,47.05,146.58,67.89,78.9,9.5,361.31,26.1,460.26,740.07,420.98,88.5,94.84,566.47,206.87,14,70.14,300.07,515.73,2373.89,773.44,5.9,18.83,413.85,205.5,149.22,15.4,5.7,7.42,78.12,142.46,19.75,561.36,533.5,109.14,96.22,71.06,207.68,115.94,4.87,4.78,188.62,86.98,130.3,130,12.22,177.87,47.07,113.74,97.8,27.71,253.77,7.83,26.5,173.6,71.63,113.45,23.29,150.47,68.76,146.76,4.21,1390.2,38.91,5.07,1.78,157.57,22.34,250.9,286.7,156.65,18.9725,72.21,122.21,127.85,17.46,58.97,15.14,223.5,633.47,45.64,#N/A N/A,22.58,23.7157,551.1,626.54,36.75,16.17,12.78,111.75,7.762,13.16,27.41,13.72,70.07,61.95,191.78,27.5,178.97,20.99,467.68,48.84,308.27,241.62,12.28,60,138.55,129,181.06,62.4694,249.56,86.16,345.47,97.938,44.14,42.76,9.64,323.05,229.38,97.98,45.2,6.7125,111.64,18.21,14891,74.05,285.56
